qual,dp
999,27
999,22
999,7
999,100
999,94
999,10
999,29
999,32
999,110
999,29
999,154
999,43
999,31
999,9
999,25
999,63
999,16
999,34
999,9
999,60
999,360
999,114
999,82
999,21
999,24
999,188
999,8
999,47
999,21
999,25
999,76
999,176
999,370
999,120
999,49
999,210
999,8
999,332
999,26
999,11
999,35
999,9
999,84
999,197
999,127
999,461
999,19
999,40
999,31
999,60
999,52
999,54
999,15
999,123
999,339
999,78
999,67
999,370
999,123
999,111
999,25
999,41
999,119
999,12
999,417
999,135
999,8
999,99
999,13
999,25
999,24
999,126
999,384
999,209
999,19
999,170
999,24
999,32
999,231
999,19
999,51
999,13
999,110
999,34
999,231
999,12
999,72
999,77
999,54
999,11
999,234
999,32
999,34
999,21
999,25
999,530
999,72
999,109
999,48
999,28
999,52
999,256
999,105
999,29
999,31
999,20
999,182
999,11
999,17
999,18
999,45
999,80
999,15
999,25
999,306
999,44
999,40
999,70
999,38
999,63
999,101
999,34
999,25
999,108
999,22
999,17
999,9
999,25
999,27
999,81
999,362
999,119
999,74
999,14
999,94
999,14
999,114
999,102
999,72
999,302
999,37
999,122
999,13
999,21
999,196
999,24
999,19
999,9
999,71
999,46
999,37
999,20
999,12
999,44
999,15
999,7
999,117
999,28
999,72
999,346
999,187
999,111
999,341
999,21
999,11
999,107
999,49
999,66
999,386
999,137
999,22
999,17
999,168
999,23
999,79
999,16
999,95
999,54
999,119
999,357
999,79
999,69
999,35
999,84
999,103
999,519
999,24
999,91
999,8
999,219
999,32
999,132
999,132
999,33
999,16
999,42
999,17
999,52
999,269
999,79
999,62
999,14
999,105
999,52
999,48
999,30
999,125
999,52
999,133
999,155
999,229
999,39
999,229
999,53
999,79
999,25
999,125
999,261
999,34
999,53
999,46
999,41
999,10
999,97
999,76
999,29
999,256
999,47
999,38
999,17
999,28
999,14
999,30
999,32
999,106
999,72
999,53
999,66
999,148
999,319
999,38
999,75
999,28
999,11
999,45
999,52
999,124
999,128
999,339
999,11
999,21
999,184
999,46
999,99
999,92
999,452
999,11
999,43
999,125
999,51
999,55
999,24
999,11
999,12
999,26
999,231
999,224
999,168
999,125
999,339
999,357
999,33
999,337
999,85
999,60
999,32
999,223
999,105
999,140
999,107
999,14
999,15
999,56
999,54
999,484
999,20
999,46
999,37
999,48
999,75
999,35
999,11
999,8
999,7
999,11
999,494
999,212
999,65
999,10
999,27
999,64
999,49
999,159
999,37
999,56
999,183
999,184
999,16
999,20
999,90
999,17
999,30
999,44
999,9
999,28
999,38
999,213
999,48
999,95
999,51
999,164
999,55
999,43
999,27
999,72
999,54
999,112
999,11
999,74
999,50
999,73
999,99
999,44
999,87
999,175
999,194
999,69
999,84
999,25
999,78
999,44
999,12
999,54
999,24
999,44
999,23
999,21
999,32
999,15
999,93
999,29
999,50
999,52
999,24
999,59
999,68
999,73
999,35
999,44
999,34
999,47
999,9
999,76
999,29
999,60
999,16
999,39
999,284
999,95
999,167
999,78
999,23
999,475
999,58
999,19
999,90
999,7
999,78
999,76
999,43
999,191
999,8
999,111
999,530
999,15
999,80
999,52
999,20
999,15
999,124
999,24
999,9
999,14
999,36
999,57
999,48
999,155
999,430
999,168
999,100
999,37
999,154
999,140
999,173
999,89
999,111
999,200
999,52
999,29
999,110
999,16
999,198
999,77
999,165
999,12
999,88
999,7
999,195
999,77
999,72
999,180
999,34
999,109
999,124
999,75
999,36
999,459
999,87
999,16
999,20
999,460
999,20
999,123
999,282
999,22
999,12
999,295
999,117
999,55
999,40
999,25
999,24
999,105
999,20
999,36
999,11
999,15
999,29
999,20
999,38
999,26
999,299
999,9
999,288
999,149
999,20
999,67
999,65
999,172
999,40
999,33
999,184
999,352
999,48
999,21
999,51
999,77
999,263
999,58
999,20
999,97
999,56
999,363
999,23
999,55
999,187
999,38
999,120
999,27
999,57
999,19
999,161
999,95
999,40
999,103
999,39
999,257
999,68
999,8
999,147
999,43
999,10
999,194
999,31
999,15
999,46
999,303
999,46
999,101
999,312
999,301
999,41
999,19
999,80
999,58
999,210
999,57
999,15
999,182
999,72
999,125
999,153
999,10
999,41
999,329
999,87
999,95
999,30
999,358
999,124
999,30
999,31
999,30
999,9
999,561
999,41
999,45
999,57
999,15
999,8
999,58
999,416
999,55
999,149
999,12
999,46
999,32
999,63
999,72
999,135
999,50
999,28
999,104
999,9
999,40
999,257
999,41
999,104
999,20
999,14
999,25
999,43
999,41
999,450
999,17
999,92
999,90
999,208
999,241
999,142
999,32
999,58
999,44
999,66
999,141
999,86
999,176
999,148
999,38
999,103
999,78
999,9
999,16
999,40
999,170
999,14
999,20
999,129
999,15
999,152
999,12
999,40
999,77
999,33
999,64
999,17
999,37
999,118
999,34
999,50
999,62
999,412
999,14
999,16
999,15
999,29
999,22
999,35
999,66
999,8
999,426
999,98
999,26
999,57
999,135
999,68
999,59
999,39
999,23
999,41
999,175
999,378
999,25
999,33
999,17
999,34
999,177
999,61
999,37
999,16
999,147
999,239
999,56
999,32
999,114
999,14
999,95
999,23
999,38
999,30
999,12
999,155
999,205
999,35
999,15
999,22
999,18
999,143
999,171
999,21
999,100
999,29
999,41
999,43
999,97
999,63
999,7
999,164
999,149
999,80
999,63
999,69
999,524
999,191
999,10
999,74
999,59
999,135
999,35
999,91
999,91
999,156
999,126
999,131
999,378
999,177
999,114
999,9
999,10
999,30
999,10
999,392
999,14
999,35
999,94
999,305
999,8
999,35
999,15
999,43
999,131
999,263
999,131
999,24
999,168
999,294
999,57
999,13
999,118
999,101
999,56
999,18
999,27
999,68
999,88
999,96
999,35
999,26
999,18
999,28
999,104
999,156
999,34
999,109
999,42
999,61
999,306
999,184
999,40
999,80
999,18
999,23
999,11
999,35
999,9
999,14
999,13
999,20
999,10
999,36
999,28
999,66
999,18
999,37
999,283
999,19
999,78
999,109
999,18
999,116
999,35
999,483
999,14
999,20
999,274
999,9
999,29
999,388
999,41
999,18
999,87
999,328
999,7
999,33
999,49
999,25
999,7
999,18
999,40
999,123
999,16
999,207
999,42
999,19
999,273
999,103
999,327
999,57
999,68
999,13
999,28
999,111
999,24
999,109
999,112
999,145
999,40
999,110
999,25
999,80
999,50
999,26
999,34
999,58
999,22
999,46
999,15
999,108
999,18
999,70
999,12
999,90
999,34
999,18
999,44
999,8
999,22
999,68
999,20
999,316
999,70
999,17
999,44
999,11
999,47
999,36
999,11
999,415
999,146
999,144
999,158
999,28
999,53
999,219
999,65
999,151
999,31
999,37
999,74
999,19
999,9
999,110
999,185
999,133
999,23
999,61
999,121
999,83
999,28
999,104
999,22
999,297
999,109
999,43
999,179
999,57
999,44
999,239
999,16
999,488
999,37
999,13
999,193
999,69
999,45
999,140
999,60
999,471
999,424
999,114
999,7
999,53
999,48
999,91
999,77
999,445
999,46
999,76
999,223
999,15
999,86
999,236
999,337
999,92
999,81
999,62
999,41
999,111
999,25
999,67
999,22
999,41
999,226
999,52
999,28
999,31
999,31
999,10
999,58
999,60
999,82
999,25
999,118
999,18
999,197
999,10
999,55
999,23
999,74
999,42
999,17
999,8
999,44
999,243
999,38
999,106
999,30
999,9
999,98
999,109
999,227
999,59
999,101
999,51
999,130
999,106
999,82
999,131
999,394
999,19
999,140
999,205
999,23
999,10
999,38
999,81
999,32
999,207
999,129
999,40
999,12
999,186
999,17
999,10
999,22
999,114
999,86
999,417
999,60
999,169
999,28
999,19
999,245
999,36
999,73
999,34
999,530
999,38
999,504
999,55
999,67
999,42
999,27
999,92
999,59
999,220
999,128
999,76
999,31
999,35
999,20
999,21
999,19
999,84
999,119
999,44
999,43
999,15
999,10
999,30
999,462
999,137
999,68
999,17
999,76
999,168
999,30
999,100
999,109
999,53
999,19
999,70
999,20
999,155
999,35
999,104
999,53
999,27
999,15
999,519
999,23
999,65
999,61
999,14
999,86
999,82
999,36
999,24
999,423
999,34
999,96
999,181
999,9
999,102
999,52
999,62
999,51
999,358
999,31
999,93
999,125
999,69
999,45
999,10
999,200
999,178
999,96
999,55
999,38
999,8
999,20
999,145
999,30
999,65
999,218
999,52
999,8
999,10
999,27
999,108
999,29
999,21
999,21
999,25
999,264
999,212
999,10
999,14
999,92
999,13
999,120
999,42
999,9
999,25
999,46
999,41
999,175
999,19
999,438
999,21
999,172
999,27
999,26
999,252
999,90
999,173
999,106
999,28
999,20
999,6
999,202
999,151
999,46
999,38
999,27
999,22
999,97
999,36
999,79
999,94
999,53
999,339
999,12
999,16
999,24
999,31
999,30
999,305
999,90
999,61
999,46
999,9
999,96
999,27
999,9
999,38
999,156
999,51
999,226
999,89
999,206
999,433
999,32
999,18
999,220
999,15
999,89
999,210
999,11
999,39
999,114
999,107
999,24
999,297
999,127
999,49
999,500
999,54
999,37
999,42
999,58
999,231
999,28
999,23
999,29
999,200
999,15
999,100
999,18
999,54
999,259
999,83
999,134
999,58
999,85
999,79
999,90
999,102
999,9
999,285
999,144
999,50
999,10
999,22
999,42
999,83
999,90
999,327
999,57
999,89
999,8
999,78
999,51
999,46
999,25
999,55
999,24
999,8
999,73
999,15
999,67
999,285
999,99
999,237
999,72
999,33
999,23
999,380
999,118
999,44
999,120
999,52
999,51
999,161
999,105
999,60
999,10
999,98
999,18
999,90
999,110
999,337
999,85
999,144
999,123
999,195
999,205
999,19
999,7
999,35
999,248
999,42
999,252
999,36
999,59
999,39
999,38
999,77
999,115
999,125
999,14
999,363
999,130
999,27
999,91
999,63
999,258
999,10
999,120
999,45
999,86
999,51
999,64
999,39
999,415
999,178
999,162
999,41
999,404
999,28
999,12
999,108
999,19
999,27
999,96
999,109
999,163
999,39
999,109
999,23
999,123
999,35
999,46
999,38
999,11
999,7
999,92
999,25
999,23
999,335
999,24
999,174
999,260
999,80
999,76
999,20
999,12
999,29
999,16
999,8
999,490
999,389
999,13
999,187
999,33
999,23
999,84
999,25
999,37
999,29
999,170
999,25
999,9
999,135
999,137
999,11
999,198
999,33
999,517
999,18
999,17
999,199
999,22
999,10
999,35
999,220
999,21
999,16
999,99
999,62
999,17
999,227
999,13
999,76
999,211
999,17
999,142
999,32
999,68
999,225
999,55
999,396
999,95
999,111
999,461
999,23
999,194
999,19
999,8
999,220
999,130
999,67
999,192
999,60
999,139
999,34
999,69
999,99
999,65
999,81
999,8
999,83
999,20
999,162
999,17
999,95
999,127
999,78
999,19
999,16
999,86
999,39
999,14
999,15
999,26
999,28
999,217
999,32
999,36
999,72
999,87
999,83
999,134
999,104
999,35
999,31
999,15
999,72
999,21
999,66
999,31
999,47
999,20
999,128
999,40
999,22
999,24
999,45
999,105
999,53
999,31
999,59
999,42
999,53
999,361
999,27
999,24
999,33
999,9
999,183
999,104
999,34
999,75
999,45
999,103
999,160
999,66
999,61
999,27
999,10
999,37
999,34
999,79
999,28
999,7
999,24
999,18
999,33
999,84
999,32
999,61
999,10
999,28
999,21
999,108
999,312
999,168
999,52
999,65
999,21
999,7
999,27
999,11
999,282
999,36
999,103
999,73
999,77
999,183
999,14
999,51
999,50
999,425
999,55
999,28
999,88
999,333
999,18
999,119
999,33
999,223
999,13
999,78
999,12
999,32
999,170
999,84
999,17
999,54
999,50
999,32
999,83
999,269
999,78
999,75
999,36
999,267
999,294
999,17
999,84
999,242
999,178
999,18
999,73
999,86
999,30
999,58
999,56
999,243
999,43
999,63
999,123
999,44
999,28
999,83
999,408
999,9
999,17
999,185
999,30
999,9
999,41
999,73
999,43
999,351
999,74
999,186
999,92
999,38
999,38
999,52
999,23
999,144
999,139
999,50
999,15
999,116
999,18
999,233
999,19
999,28
999,30
999,86
999,31
999,58
999,21
999,32
999,41
999,60
999,236
999,45
999,156
999,13
999,65
999,124
999,58
999,261
999,178
999,16
999,10
999,80
999,16
999,40
999,48
999,21
999,34
999,112
999,38
999,33
999,64
999,27
999,18
999,75
999,60
999,267
999,49
999,84
999,12
999,17
999,136
999,33
999,110
999,43
999,171
999,460
999,39
999,13
999,24
999,131
999,10
999,34
999,38
999,16
999,27
999,16
999,41
999,207
999,73
999,9
999,262
999,52
999,226
999,11
999,40
999,266
999,159
999,34
999,26
999,191
999,16
999,179
999,33
999,7
999,11
999,65
999,115
999,68
999,64
999,47
999,8
999,51
999,10
999,65
999,24
999,13
999,9
999,35
999,10
999,13
999,15
999,14
999,10
999,23
999,32
999,104
999,120
999,80
999,108
999,192
999,38
999,78
999,37
999,42
999,55
999,100
999,115
999,24
999,25
999,125
999,34
999,71
999,9
999,361
999,258
999,10
999,28
999,64
999,33
999,371
999,167
999,37
999,69
999,17
999,45
999,34
999,305
999,575
999,30
999,62
999,122
999,55
999,70
999,71
999,48
999,44
999,189
999,471
999,66
999,117
999,9
999,56
999,40
999,10
999,163
999,160
999,24
999,148
999,49
999,28
999,8
999,11
999,108
999,272
999,46
999,112
999,22
999,36
999,41
999,388
999,13
999,20
999,70
999,50
999,35
999,207
999,57
999,39
999,123
999,29
999,36
999,127
999,418
999,10
999,156
999,24
999,13
999,72
999,43
999,8
999,69
999,268
999,11
999,14
999,356
999,28
999,20
999,39
999,215
999,50
999,90
999,22
999,304
999,10
999,141
999,58
999,20
999,66
999,35
999,55
999,12
999,100
999,127
999,292
999,281
999,295
999,12
999,78
999,80
999,13
999,38
999,22
999,32
999,18
999,83
999,22
999,98
999,8
999,29
999,45
999,49
999,347
999,85
999,191
999,283
999,77
999,91
999,10
999,21
999,49
999,68
999,111
999,61
999,112
999,177
999,45
999,141
999,47
999,39
999,351
999,67
999,136
999,18
999,9
999,64
999,41
999,40
999,117
999,65
999,125
999,47
999,28
999,44
999,12
999,51
999,103
999,16
999,46
999,48
999,32
999,17
999,28
999,52
999,153
999,186
999,33
999,91
999,297
999,19
999,80
999,124
999,99
999,10
999,166
999,54
999,48
999,267
999,159
999,9
999,218
999,53
999,59
999,17
999,45
999,39
999,13
999,449
999,32
999,24
999,37
999,163
999,39
999,25
999,189
999,25
999,9
999,28
999,105
999,16
999,11
999,50
999,9
999,26
999,43
999,96
999,67
999,136
999,33
999,52
999,208
999,14
999,48
999,21
999,40
999,54
999,27
999,18
999,198
999,48
999,79
999,84
999,11
999,41
999,107
999,43
999,42
999,33
999,60
999,189
999,70
999,94
999,203
999,34
999,35
999,533
999,8
999,187
999,39
999,22
999,59
999,107
999,54
999,40
999,35
999,110
999,54
999,99
999,494
999,35
999,109
999,71
999,64
999,79
999,49
999,13
999,84
999,124
999,26
999,439
999,22
999,54
999,64
999,44
999,63
999,45
999,7
999,57
999,204
999,26
999,518
999,41
999,50
999,23
999,281
999,330
999,375
999,29
999,53
999,122
999,32
999,45
999,29
999,19
999,21
999,44
999,9
999,318
999,70
999,24
999,83
999,31
999,13
999,115
999,16
999,28
999,52
999,36
999,153
999,46
999,64
999,56
999,61
999,73
999,11
999,20
999,33
999,55
999,95
999,74
999,19
999,10
999,15
999,116
999,209
999,99
999,64
999,22
999,227
999,33
999,35
999,101
999,47
999,27
999,142
999,170
999,38
999,64
999,39
999,94
999,70
999,206
999,39
999,38
999,70
999,51
999,315
999,111
999,50
999,131
999,41
999,17
999,63
999,29
999,15
999,16
999,79
999,216
999,64
999,18
999,47
999,34
999,62
999,11
999,74
999,50
999,66
999,452
999,29
999,68
999,7
999,419
999,34
999,27
999,77
999,28
999,295
999,51
999,28
999,34
999,288
999,19
999,90
999,172
999,286
999,76
999,45
999,9
999,86
999,92
999,21
999,471
999,35
999,9
999,281
999,62
999,28
999,21
999,64
999,184
999,28
999,156
999,335
999,8
999,19
999,80
999,333
999,244
999,71
999,44
999,149
999,32
999,26
999,40
999,163
999,214
999,25
999,80
999,207
999,8
999,8
999,106
999,19
999,529
999,8
999,14
999,40
999,129
999,78
999,126
999,79
999,146
999,164
999,264
999,12
999,17
999,17
999,179
999,65
999,213
999,18
999,44
999,177
999,65
999,74
999,26
999,108
999,112
999,84
999,77
999,25
999,12
999,22
999,131
999,194
999,547
999,97
999,109
999,28
999,12
999,49
999,31
999,82
999,279
999,388
999,139
999,54
999,20
999,14
999,54
999,79
999,100
999,96
999,12
999,35
999,283
999,37
999,109
999,119
999,247
999,88
999,107
999,10
999,12
999,378
999,24
999,29
999,128
999,83
999,59
999,59
999,62
999,12
999,15
999,286
999,168
999,224
999,116
999,121
999,12
999,334
999,18
999,45
999,81
999,199
999,69
999,73
999,44
999,8
999,31
999,155
999,188
999,39
999,308
999,8
999,45
999,50
999,17
999,86
999,89
999,26
999,28
999,29
999,30
999,93
999,141
999,49
999,91
999,28
999,22
999,9
999,109
999,22
999,43
999,16
999,88
999,28
999,14
999,18
999,189
999,140
999,35
999,19
999,45
999,50
999,18
999,45
999,24
999,23
999,19
999,36
999,143
999,25
999,19
999,83
999,11
999,86
999,10
999,271
999,189
999,39
999,64
999,378
999,120
999,12
999,48
999,320
999,100
999,22
999,29
999,8
999,40
999,148
999,279
999,37
999,105
999,121
999,38
999,83
999,32
999,76
999,49
999,22
999,96
999,50
999,45
999,28
999,40
999,41
999,57
999,9
999,88
999,63
999,25
999,101
999,104
999,26
999,156
999,134
999,33
999,102
999,111
999,50
999,30
999,19
999,74
999,55
999,32
999,23
999,37
999,49
999,54
999,22
999,94
999,16
999,67
999,22
999,23
999,69
999,26
999,94
999,16
999,161
999,531
999,49
999,19
999,24
999,31
999,69
999,73
999,118
999,11
999,111
999,66
999,158
999,39
999,38
999,32
999,16
999,57
999,75
999,17
999,15
999,84
999,29
999,160
999,136
999,78
999,38
999,34
999,445
999,10
999,218
999,82
999,64
999,7
999,11
999,79
999,122
999,18
999,546
999,10
999,22
999,365
999,218
999,33
999,24
999,26
999,222
999,9
999,105
999,195
999,39
999,54
999,140
999,27
999,170
999,511
999,228
999,37
999,9
999,327
999,111
999,26
999,177
999,124
999,60
999,217
999,11
999,356
999,183
999,8
999,45
999,12
999,12
999,122
999,23
999,232
999,52
999,142
999,113
999,13
999,53
999,19
999,96
999,63
999,42
999,27
999,59
999,95
999,363
999,13
999,84
999,74
999,21
999,19
999,66
999,71
999,42
999,15
999,24
999,96
999,91
999,14
999,38
999,32
999,76
999,171
999,263
999,12
999,52
999,73
999,255
999,11
999,198
999,27
999,421
999,37
999,215
999,79
999,530
999,20
999,170
999,37
999,7
999,36
999,76
999,30
999,13
999,61
999,13
999,20
999,23
999,402
999,72
999,107
999,10
999,18
999,398
999,105
999,14
999,66
999,19
999,32
999,343
999,191
999,200
999,31
999,238
999,24
999,155
999,61
999,24
999,51
999,17
999,26
999,103
999,26
999,24
999,24
999,109
999,42
999,49
999,26
999,15
999,72
999,29
999,66
999,87
999,7
999,153
999,28
999,9
999,377
999,249
999,60
999,18
999,531
999,16
999,303
999,32
999,143
999,12
999,53
999,86
999,45
999,333
999,92
999,171
999,61
999,17
999,25
999,33
999,46
999,18
999,10
999,93
999,112
999,8
999,203
999,31
999,21
999,420
999,264
999,56
999,101
999,233
999,85
999,10
999,45
999,39
999,46
999,11
999,22
999,11
999,17
999,129
999,22
999,25
999,208
999,48
999,49
999,54
999,12
999,7
999,141
999,27
999,10
999,46
999,53
999,14
999,14
999,56
999,104
999,181
999,270
999,238
999,37
999,137
999,104
999,20
999,29
999,25
999,38
999,32
999,18
999,39
999,31
999,396
999,122
999,31
999,383
999,77
999,18
999,22
999,46
999,20
999,108
999,12
999,72
999,332
999,72
999,29
999,83
999,39
999,451
999,83
999,230
999,104
999,94
999,13
999,56
999,63
999,20
999,214
999,10
999,24
999,527
999,23
999,35
999,159
999,533
999,12
999,11
999,17
999,27
999,28
999,488
999,18
999,85
999,21
999,43
999,30
999,185
999,521
999,10
999,39
999,35
999,11
999,22
999,13
999,22
999,28
999,92
999,84
999,473
999,28
999,246
999,25
999,14
999,14
999,86
999,99
999,40
999,63
999,56
999,22
999,266
999,56
999,15
999,215
999,41
999,56
999,60
999,269
999,47
999,353
999,32
999,45
999,25
999,39
999,27
999,36
999,16
999,118
999,12
999,28
999,9
999,78
999,262
999,66
999,169
999,433
999,259
999,74
999,45
999,10
999,9
999,31
999,130
999,51
999,131
999,80
999,30
999,48
999,47
999,369
999,147
999,36
999,336
999,12
999,551
999,80
999,63
999,139
999,123
999,23
999,31
999,21
999,44
999,17
999,176
999,278
999,78
999,78
999,66
999,57
999,17
999,163
999,71
999,44
999,113
999,521
999,59
999,398
999,8
999,137
999,8
999,26
999,132
999,300
999,28
999,34
999,99
999,15
999,23
999,70
999,169
999,94
999,17
999,27
999,45
999,167
999,92
999,73
999,116
999,36
999,477
999,122
999,70
999,24
999,301
999,76
999,135
999,22
999,42
999,19
999,104
999,73
999,139
999,103
999,276
999,83
999,21
999,33
999,48
999,53
999,21
999,19
999,18
999,17
999,61
999,255
999,382
999,206
999,54
999,36
999,97
999,99
999,243
999,68
999,142
999,43
999,61
999,35
999,54
999,46
999,53
999,8
999,218
999,304
999,12
999,57
999,240
999,260
999,206
999,42
999,149
999,30
999,108
999,7
999,27
999,125
999,21
999,116
999,92
999,281
999,356
999,124
999,80
999,8
999,46
999,69
999,36
999,23
999,101
999,54
999,33
999,19
999,9
999,32
999,527
999,200
999,230
999,25
999,224
999,10
999,233
999,31
999,82
999,208
999,43
999,108
999,20
999,221
999,39
999,49
999,43
999,126
999,170
999,103
999,75
999,26
999,30
999,29
999,55
999,40
999,18
999,14
999,11
999,85
999,204
999,26
999,109
999,516
999,47
999,30
999,32
999,23
999,55
999,57
999,102
999,47
999,10
999,160
999,20
999,504
999,11
999,14
999,30
999,111
999,25
999,367
999,25
999,22
999,25
999,108
999,73
999,29
999,278
999,69
999,30
999,49
999,81
999,58
999,12
999,58
999,161
999,76
999,95
999,87
999,83
999,45
999,43
999,141
999,66
999,33
999,29
999,238
999,63
999,25
999,36
999,72
